dataset,decomp,horizon,ablation,learner,n_feat,MAE,MSE,MAPE
ETTm2,NONE,96,RAW,Ridge,336,0.2614459129712525,0.15161581016906453,118.44825480913737
ETTm2,NONE,192,RAW,Ridge,336,0.32890684027563466,0.23526225898861838,132.55033725105469
ETTm2,NONE,336,RAW,Ridge,336,0.40151269926173233,0.34360766384967006,142.22935965860998
ETTm2,NONE,720,RAW,Ridge,336,0.49568911989958414,0.5079219746826648,152.85294085307223
