dataset,model,algo,model_type,mse_96,mae_96,mse_192,mae_192,mse_336,mae_336,mse_720,mae_720
exchange_rate.csv,SSA_cnn,SSA,cnn,0.06076830510940779,0.18668155582364968,0.11218258301767134,0.25402459860198123,0.22569695397059397,0.3786223343142599,0.4735999744016566,0.5630075269318884
traffic.csv,SSA_cnn,SSA,cnn,0.306109081446797,0.2796690553794253,0.31709607862895506,0.2836926815970853,0.3259872344542065,0.2883879270886121,0.3453997189528626,0.30382716445654306
ETTh1.csv,SSA_cnn,SSA,cnn,0.37079171198334243,0.4358664453504616,0.35743347975449274,0.42745397430159404,0.37384572068009897,0.43707911049035,0.5448339149346303,0.5477819829099949
ETTh2.csv,SSA_cnn,SSA,cnn,0.27022783848472426,0.357841796875,0.2896384243711075,0.3799157784479685,0.337783764347085,0.42404089941264966,0.4613280681234136,0.5132995286068517
ETTm1.csv,SSA_cnn,SSA,cnn,0.2539010657657076,0.3432128806792268,0.2875784538106855,0.3716163914430475,0.31218148260409834,0.38915927229033137,0.34141002532553,0.4094594625033297
ETTm2.csv,SSA_cnn,SSA,cnn,0.14512303783083275,0.2505566357385984,0.1943687743911557,0.2900891552982641,0.24115069934491298,0.3334983778916741,0.286212568700152,0.3772967273656748
electricity.csv,SSA_cnn,SSA,cnn,0.15500737935528064,0.26319044651042245,0.17408987480254792,0.2802070815109733,0.18407639627658098,0.2903660747747632,0.2051785076092792,0.3106198932380123
weather.csv,SSA_cnn,SSA,cnn,0.15895339407835776,0.22725751858223783,0.2087236608249352,0.28039221406454845,0.2455742682157181,0.3026268008121528,0.3204434002465755,0.3625268230626609
