dataset,decomp,horizon,ablation,learner,n_feat,MAE,MSE,MAPE
ETTm1,NONE,96,RAW,Ridge,336,0.3096413920265469,0.2274418035590166,170.81510869536046
ETTm1,NONE,192,RAW,Ridge,336,0.33250594074040385,0.2593608325387982,177.14455470875077
ETTm1,NONE,336,RAW,Ridge,336,0.35376936777014956,0.28986278040161917,182.5550257257281
ETTm1,NONE,720,RAW,Ridge,336,0.3851334792707452,0.33476227538757397,189.73864752721587
